post id,condition:,cylinders:,drive:,fuel:,odometer:,title status:,transmission:,type:,Ad Date,price,Make,Model,Year,Scraped on,Ad Age (days),Page,paint color:,vin:
7753469442,like new,4 cylinders,rwd,gas,92000,clean,automatic,sedan,2024-06-03,10400,bmw,328i,2015,2024-06-03,0,,white,
7753469091,excellent,4 cylinders,4wd,gas,121000,clean,automatic,hatchback,2024-06-03,8500,subaru,forester,2010,2024-06-03,0,,blue,
7753469097,like new,8 cylinders,,gas,10210,salvage,automatic,,2024-06-03,77900,ram,1500,2022,2024-06-03,0,,,
7753468694,excellent,6 cylinders,rwd,gas,114000,clean,automatic,sedan,2024-06-03,10500,bmw,330i,2004,2024-06-03,0,,red,
7753467209,good,6 cylinders,rwd,gas,178000,salvage,automatic,sedan,2024-06-03,3300,mercedes-benz,m-class ml 320,2003,2024-06-03,0,,white,
7753466410,excellent,4 cylinders,fwd,gas,170000,clean,automatic,SUV,2024-06-03,2750,Mitsubishi,Outlander,2003,2024-06-03,0,,grey,JA4LX31G33U038495
7753465981,good,6 cylinders,fwd,gas,155000,clean,automatic,SUV,2024-06-03,5500,lexus,rx300,2001,2024-06-03,0,,silver,
7753463448,excellent,8 cylinders,,gas,8350,clean,automatic,convertible,2024-06-03,109000,Chevrolet,Bel Air Convertible,1957,2024-06-03,0,,,VC57T183627
7753463121,good,6 cylinders,rwd,gas,124000,clean,automatic,sedan,2024-06-03,4500,bmw,530i,2007,2024-06-03,0,,black,WBANE73537CM48052
7753462175,like new,3 cylinders,fwd,gas,74000,clean,automatic,hatchback,2024-06-03,7999,mitsubishi,mirage,2021,2024-06-03,0,,red,
7753461512,like new,6 cylinders,,gas,49500,clean,automatic,SUV,2024-06-03,17500,Mercedes-Benz,GLK350,2014,2024-06-03,0,,white,WDCGG5HB5EG165175
7753461188,,8 cylinders,,gas,184420,clean,automatic,,2024-06-03,4900,pontiac,firebird trans am,1999,2024-06-03,0,,black,
7753459145,good,,,gas,100000,clean,manual,,2024-06-03,34900,Pontiac,bonneville impala,1958,2024-06-03,0,,,
7753458533,like new,8 cylinders,,gas,1000,clean,automatic,,2024-06-03,27000,mercury,coupe,1968,2024-06-03,0,,green,
7753457699,like new,6 cylinders,rwd,gas,82000,clean,automatic,,2024-06-03,8500,bmw,328i,2011,2024-06-03,0,,,
7753457056,,,,gas,100000,clean,automatic,,2024-06-03,5000,Chevy,Caprice,1993,2024-06-03,0,,,
7753456701,good,8 cylinders,fwd,gas,90000,clean,other,sedan,2024-06-03,7100,Mercedes Benz,,2011,2024-06-03,0,,white,
7753456487,,,,gas,182000,clean,automatic,truck,2024-06-03,5900,chevy,silverado 2500 hd,2002,2024-06-03,0,,white,
7753456479,new,6 cylinders,rwd,gas,112000,clean,automatic,,2024-06-03,8950,bmw,335i,2013,2024-06-03,0,,,
7753456095,like new,,,gas,21000,clean,automatic,,2024-06-03,97000,Porsche,911 Carrera S Sport Design Edition,2015,2024-06-03,0,,black,
7753454919,,,,gas,32186,clean,automatic,SUV,2024-06-03,,Cadillac,Escalade ESV,2019,2024-06-03,0,,,1GYS4KKJ3KR258956
7753453099,excellent,6 cylinders,rwd,gas,152000,clean,automatic,sedan,2024-06-03,5700,BMW,525i,1995,2024-06-03,0,,blue,WBAHD6320SGK83725
7753450830,,,,gas,45000,salvage,automatic,,2024-06-03,26500,a,,2013,2024-06-03,0,,,
7753450021,,,,gas,110000,clean,automatic,,2024-06-03,16250,porsche,macan,2015,2024-06-03,0,,,
7753449378,,6 cylinders,rwd,gas,119051,clean,automatic,SUV,2024-06-03,8695,Mercedes-Benz,GLK GLK 350,2011,2024-06-03,0,,white,WDCGG5GB6BF607772
7753449338,,4 cylinders,fwd,gas,95354,clean,automatic,sedan,2024-06-03,12995,Mazda,Mazda6 Touring,2017,2024-06-03,0,,black,JM1GL1V59H1136729
7753449307,,6 cylinders,fwd,gas,193384,clean,automatic,SUV,2024-06-03,6995,Lexus,RX,2004,2024-06-03,0,,custom,JTJGA31UX40007202
7753445418,good,,,gas,150000,clean,automatic,,2024-06-03,8500,Toyo,,2008,2024-06-03,0,,,
7753443903,good,6 cylinders,4wd,gas,157000,clean,automatic,wagon,2024-06-03,5900,Subaru,Outback 3.0R Limited,2009,2024-06-03,0,,,4S4BP85CX94329053
7753443055,good,4 cylinders,fwd,gas,78000,clean,automatic,sedan,2024-06-03,9495,cadillac,ats,2014,2024-06-03,0,,silver,
7753440655,excellent,,rwd,gas,116796,clean,manual,coupe,2024-06-03,79500,Porsche,911,1986,2024-06-03,0,,,WP0AB0913GS121405
7753438762,good,4 cylinders,rwd,gas,130904,clean,automatic,SUV,2024-06-03,4995,Suzuki,Grand Vitara,2010,2024-06-03,0,,white,JS3TE0D21A4110495
7753438223,excellent,6 cylinders,4wd,gas,150685,clean,automatic,SUV,2024-06-03,5995,Mercedes-Benz,R-Class,2011,2024-06-03,0,,black,4JGCB6FE9BA128369
7753437830,good,8 cylinders,rwd,gas,216997,clean,automatic,pickup,2024-06-03,4995,Dodge,Ram 1500,2006,2024-06-03,0,,blue,1D7HA18226S628253
7753437301,good,6 cylinders,rwd,gas,147227,clean,automatic,sedan,2024-06-03,3500,Cadillac,CTS,2005,2024-06-03,0,,grey,1G6DP567X50203471
7753435183,excellent,4 cylinders,,gas,103000,clean,automatic,,2024-06-03,9800,mercedes-benz,cla 250,2016,2024-06-03,0,,,
7753434976,,,,gas,97155,clean,automatic,sedan,2024-06-03,19987,PORSCHE,PANAMERA,2012,2024-06-03,0,,white,WP0AB2A77CL062004
7753434279,fair,8 cylinders,,gas,137089,clean,automatic,,2024-06-03,3500,gmc,yukon 1500,2003,2024-06-03,0,,green,
7753433468,good,6 cylinders,fwd,gas,212000,clean,automatic,SUV,2024-06-03,3800,Lexus,Rx330,2004,2024-06-03,0,,grey,
7753433061,excellent,6 cylinders,fwd,gas,169000,clean,automatic,sedan,2024-06-03,4200,Acura,TL,2003,2024-06-03,0,,custom,19UUA56603A090693
7753432468,,4 cylinders,4wd,gas,133262,clean,automatic,wagon,2024-06-03,11995,Subaru,Outback 2.5i Limited Detail Is Pending See MANAGER/ More Pictures coming SOON,2015,2024-06-03,0,,black,4S4BSBNCXF3247451
7753432226,good,6 cylinders,rwd,gas,135000,clean,automatic,sedan,2024-06-03,10,infiniti,,2012,2024-06-03,0,,,
7753428296,excellent,6 cylinders,4wd,gas,180000,clean,automatic,SUV,2024-06-03,2000,GMC,Envoy,2002,2024-06-03,0,,,1GKDT13S522492533
7753426264,,,,gas,101307,clean,automatic,sedan,2024-06-03,11987,MERCEDES-BENZ,CLA-CLASS,2015,2024-06-03,0,,white,WDDSJ4GB6FN178095
7753424665,excellent,6 cylinders,fwd,gas,118000,clean,automatic,SUV,2024-06-03,8800,chevy,traverse ls,2015,2024-06-03,0,,silver,
7753420340,excellent,,,gas,125000,clean,automatic,,2024-06-03,28000,chevrolet,caprice classic,1970,2024-06-03,0,,yellow,
7753420125,,6 cylinders,rwd,gas,120579,clean,automatic,coupe,2024-06-03,12995,Dodge,Challenger SXT,2014,2024-06-03,0,,white,2C3CDYAG9EH289530
7753419170,excellent,6 cylinders,rwd,gas,21581,clean,manual,convertible,2024-06-03,22000,Triumph,TR6,1974,2024-06-03,0,,red,CF12716U
7753418911,good,6 cylinders,rwd,diesel,88000,clean,automatic,,2024-06-03,25000,mercedes-benz,sprinter 2500 170,2011,2024-06-03,0,,white,
7753418206,excellent,6 cylinders,4wd,gas,40000,clean,manual,coupe,2024-06-03,14100,Mitsubishi,GTO,1998,2024-06-03,0,,green,Z15A0400368000000
7753417791,good,8 cylinders,rwd,gas,27000,salvage,manual,coupe,2024-06-03,18900,Chevrolet,Camaro ZL1,2015,2024-06-03,0,,grey,2G1FL1EPXF9800759
7753416895,excellent,6 cylinders,,gas,108658,clean,automatic,other,2024-06-03,8999,Dodge,Grand Caravan Passenger,2014,2024-06-03,0,,,2C4RDGCG6ER127989
7753416762,excellent,other,rwd,gas,,clean,automatic,,2024-06-03,9800,can,am ryker,2022,2024-06-03,0,,red,
7753416189,excellent,6 cylinders,,gas,70500,clean,automatic,,2024-06-03,8500,mercedes,slk320,2004,2024-06-03,0,,,
7753415669,fair,6 cylinders,,gas,110089,clean,automatic,,2024-06-03,5500,infiniti,g37,2009,2024-06-03,0,,,
7753415581,,,,gas,70000,clean,automatic,,2024-06-03,2500,subaru,crosstrek,2018,2024-06-03,0,,,
7753412185,good,8 cylinders,rwd,gas,160765,clean,automatic,truck,2024-06-03,3800,cadillac,escalade,2004,2024-06-03,0,,silver,1GYEC63T14R242359
7753412101,like new,8 cylinders,rwd,gas,53000,clean,automatic,sedan,2024-06-03,22000,Bmw,m550,2019,2024-06-03,0,,blue,
7753410756,excellent,8 cylinders,rwd,gas,10000,clean,automatic,truck,2024-06-03,18000,chevy,,1948,2024-06-03,0,,black,
7753410597,good,3 cylinders,fwd,gas,30121,salvage,automatic,SUV,2024-06-03,12500,chevy,trailblazer,2021,2024-06-03,0,,blue,
7753410299,excellent,6 cylinders,rwd,gas,160000,clean,automatic,SUV,2024-06-03,13800,4runner,,1999,2024-06-03,0,,black,
7753409598,like new,6 cylinders,rwd,gas,71000,clean,manual,coupe,2024-06-03,22500,Chevy,bel air,1952,2024-06-03,0,,brown,
7753409588,,,,gas,75321,clean,automatic,sedan,2024-06-03,13987,BMW,328I,2014,2024-06-03,0,,white,WBA3B5G55ENS09070
7753408734,like new,8 cylinders,rwd,gas,91000,clean,automatic,sedan,2024-06-03,19500,Lincoln,continental,1970,2024-06-03,0,,custom,
7753408316,like new,8 cylinders,rwd,gas,40500,clean,automatic,sedan,2024-06-03,59500,Cadillac,sedan de ville flattop,1959,2024-06-03,0,,black,
7753408177,like new,8 cylinders,4wd,gas,50000,clean,automatic,SUV,2024-06-03,75000,Mercdes,g 550,2019,2024-06-03,0,,white,
7753408153,good,4 cylinders,rwd,gas,22428,clean,manual,minivan,2024-06-03,13900,Volkswagen,,1971,2024-06-03,0,,red,
7753405931,excellent,4 cylinders,4wd,gas,176974,clean,automatic,,2024-06-03,11870,Subaru,Forester Premium Black E,2018,2024-06-03,0,,white,JF2SJAGCXJH542867
7753405913,fair,4 cylinders,,gas,78000,clean,automatic,,2024-06-03,7000,Chevy,luv,1978,2024-06-03,0,,,
7753405068,excellent,,4wd,gas,109090,clean,automatic,truck,2024-06-03,6700,Chevy,,2010,2024-06-03,0,,white,
7753404869,excellent,4 cylinders,fwd,gas,35617,clean,automatic,SUV,2024-06-03,25995,INFINITI,QX50 LUXE,2021,2024-06-03,0,,black,3PCAJ5BA1MF123219
7753404802,fair,6 cylinders,,gas,205000,clean,automatic,,2024-06-03,950,dodge,grand caravan sxt,2005,2024-06-03,0,,,
7753393572,good,other,fwd,hybrid,255000,clean,automatic,sedan,2024-06-03,4995,CHEVY,VOLT,2013,2024-06-03,0,,white,
7753391939,excellent,6 cylinders,,gas,106982,clean,automatic,convertible,2024-06-03,8400,BMW,328i CV,2008,2024-06-03,0,,,WBAWL13568PX21695
7753391178,excellent,6 cylinders,rwd,gas,165500,clean,automatic,truck,2024-06-03,1,GMC,Sierra,2012,2024-06-03,0,,white,
7753390122,,,,gas,99999,clean,manual,,2024-06-03,1,Custom,Deora,1984,2024-06-03,0,,,
7753389922,,,,gas,218000,clean,automatic,,2024-06-03,4800,chevy,as,2005,2024-06-03,0,,,
7753389088,excellent,6 cylinders,,gas,126000,clean,automatic,SUV,2024-06-03,13900,volkswagen,atlas se,2018,2024-06-03,0,,white,
7753387396,fair,,4wd,gas,140000,clean,automatic,other,2024-06-03,3500,mercedes,ben,2010,2024-06-03,0,,white,
7753385746,excellent,4 cylinders,4wd,gas,39963,clean,automatic,,2024-06-03,31969,Acura,RDX,2020,2024-06-03,0,,white,5J8TC2H37LL014948
7753384013,,,,gas,81766,clean,automatic,sedan,2024-06-03,12987,BMW,528I,2013,2024-06-03,0,,,WBAXG5C54DDY34671
7753382046,excellent,4 cylinders,fwd,gas,36032,clean,automatic,sedan,2024-06-03,21875,Acura,ILX,2018,2024-06-03,0,,white,19UDE2F33JA005920
7753382008,,,,gas,111000,clean,automatic,,2024-06-03,4799,infiniti,g35,2006,2024-06-03,0,,,
7753380140,,,,gas,160999,clean,automatic,,2024-06-03,2000,acura,mdx,2003,2024-06-03,0,,,
7753375189,excellent,4 cylinders,rwd,gas,39850,clean,automatic,,2024-06-03,28979,Lexus,IS IS 300,2020,2024-06-03,0,,white,JTHAA1D21L5107549
7753373986,fair,6 cylinders,fwd,gas,154400,clean,automatic,SUV,2024-06-03,1200,CHEVY,EQUINOX,2006,2024-06-03,0,,white,
7753372605,excellent,6 cylinders,rwd,gas,104000,clean,automatic,coupe,2024-06-03,10500,bmw,328i coupe,2014,2024-06-03,0,,blue,WBAKE5C57DJ107199
7753371235,,,,gas,251000,clean,automatic,,2024-06-03,21000,chevy,express 2500,2018,2024-06-03,0,,,
7753371030,good,4 cylinders,4wd,gas,178341,clean,automatic,SUV,2024-06-03,3900,Subaru,Forester,2001,2024-06-03,0,,silver,
7753370452,excellent,4 cylinders,fwd,gas,31110,clean,automatic,SUV,2024-06-03,33042,Acura,RDX w/A-Spec Package,2021,2024-06-03,0,,white,5J8TC1H61ML018810
7753369505,excellent,8 cylinders,fwd,gas,159550,clean,automatic,SUV,2024-06-03,27495,Cadillac,Escalade,2016,2024-06-03,0,,black,
7753365059,good,4 cylinders,fwd,hybrid,26900,clean,automatic,convertible,2024-06-03,11500,morris,minor,1960,2024-06-03,0,,orange,
7753364837,excellent,4 cylinders,fwd,gas,27766,clean,automatic,SUV,2024-06-03,23345,Volkswagen,Tiguan SE R-Line Bla,2021,2024-06-03,0,,black,3VV3B7AX3MM058183
7753364578,excellent,4 cylinders,fwd,gas,36147,clean,automatic,SUV,2024-06-03,30798,Lexus,NX NX 300 F SPORT,2020,2024-06-03,0,,black,JTJSARBZ8L2172031
7753364484,excellent,4 cylinders,fwd,gas,128085,clean,automatic,,2024-06-03,14995,Mazda,CX-9 Grand Touring,2016,2024-06-03,0,,,JM3TCADY8G0102397
7753364270,good,4 cylinders,4wd,gas,207710,clean,automatic,SUV,2024-06-03,4900,Subaru,Forester XS,2003,2024-06-03,0,,red,
7753363752,good,4 cylinders,,gas,94228,clean,manual,coupe,2024-06-03,21750,Volvo,P1800,1971,2024-06-03,0,,,1826354038295
7753363201,good,8 cylinders,,gas,56000,clean,automatic,,2024-06-03,17999,zimmer,golden spirit,1993,2024-06-03,0,,,
7753358353,excellent,6 cylinders,fwd,gas,71474,clean,automatic,sedan,2024-06-03,9895,Acura,TL Navigation,2007,2024-06-03,0,,silver,19UUA662X7A036469
7753357941,excellent,8 cylinders,rwd,gas,53400,clean,automatic,sedan,2024-06-03,32500,Dodge,Charger Scat Pack LD,2019,2024-06-03,0,,grey,2C3CDXGJ3KH519961
7753351715,excellent,4 cylinders,,gas,154940,clean,automatic,hatchback,2024-06-03,10999,Scion,xB Hatchback 4D,2014,2024-06-03,0,,,JTLZE4FE5EJ052152
7753350478,excellent,4 cylinders,fwd,gas,157600,clean,manual,hatchback,2024-06-03,4900,scion,xd,2009,2024-06-03,0,,grey,
7753350373,,,,gas,78000,clean,automatic,,2024-06-03,22900,volvo,s90,2022,2024-06-03,0,,,
7753238680,excellent,6 cylinders,fwd,gas,137000,clean,automatic,sedan,2024-06-02,6900,Lexus,ES 350 White,2007,2024-06-03,1,,white,
7753347328,excellent,6 cylinders,fwd,gas,42248,clean,automatic,SUV,2024-06-03,31394,Lexus,RX RX 350L Premium,2019,2024-06-03,0,,white,JTJGZKCA3K2011213
7753347256,excellent,6 cylinders,fwd,gas,43882,clean,automatic,SUV,2024-06-03,30988,Acura,MDX w/Technology Pkg,2020,2024-06-03,0,,,5J8YD3H51LL006578
7753343346,,other,fwd,gas,,clean,automatic,other,2024-06-03,15970.00,MercedesBenz,sel 450,1978,2024-06-03,0,,black,11603312073615
7753343340,,other,fwd,gas,3985,clean,manual,other,2024-06-03,64970.00,Porsche,speedster replica,1968,2024-06-03,0,,brown,758960072
7753343300,,other,fwd,gas,54637,clean,manual,other,2024-06-03,15970.00,Porsche,924,1978,2024-06-03,0,,black,9248209725
7753343250,,6 cylinders,fwd,gas,130653,clean,automatic,other,2024-06-03,25970.00,BMW,6 Series,1987,2024-06-03,0,,black,WBAEC8406H0614470
7753343241,,other,fwd,gas,53644,clean,manual,other,2024-06-03,44970.00,Volkswagen,bug convertible,1968,2024-06-03,0,,white,8298374644
7753343200,,8 cylinders,fwd,gas,7000,clean,automatic,other,2024-06-03,69000.00,Chevrolet,malibu chevelle,1967,2024-06-03,0,,black,1361772105700
7753343161,,8 cylinders,fwd,gas,142857,clean,automatic,other,2024-06-03,29970.00,BMW,840Ci,1997,2024-06-03,0,,grey,WBAEF8326VCC31538
7753343133,,other,fwd,gas,,clean,automatic,other,2024-06-03,19400.00,MercedesBenz,280 E,1976,2024-06-03,0,,black,12303312009442
7753342608,,,fwd,gas,,clean,other,other,2024-06-03,2500.00,AMIGO,ROCKY125,,2024-06-03,0,,red,L2BB3ACG4NB000121
7753342494,,,fwd,gas,,clean,other,other,2024-06-03,3800.00,AMIGO,MADASS,,2024-06-03,0,,yellow,LE8PGJLL4N1000261
7753342456,,,fwd,gas,,clean,other,other,2024-06-03,2300.00,AMIGO,MAGARI 50,,2024-06-03,0,,custom,LL0TCAPE4NG002074
7753342417,,,fwd,gas,,clean,other,other,2024-06-03,2800.00,AMIGO,SS150,,2024-06-03,0,,custom,LL0TCKPF4NG001263
7753342324,,6 cylinders,fwd,gas,13456,clean,automatic,other,2024-06-03,174970.00,Porsche,911,2017,2024-06-03,0,,black,WP0CD2A96HS178800
7753342316,,8 cylinders,fwd,gas,31987,clean,automatic,other,2024-06-03,73970.00,MercedesBenz,AMG S 63,2017,2024-06-03,0,,custom,WDDXK7JB2HA029450
7753342297,,12 cylinders,fwd,gas,22976,clean,automatic,other,2024-06-03,92970.00,Aston,Martin Rapide S,2017,2024-06-03,0,,custom,SCFHMDBS7HGF05604
7753340124,,other,fwd,gas,47000,clean,automatic,other,2024-06-03,7950.00,Smart,fortwo,2013,2024-06-03,0,,custom,WMEEJ3BA8DK715940
7753339039,good,8 cylinders,,other,11409,clean,automatic,,2024-06-03,45500,Chevrolet,Camaro,1967,2024-06-03,0,,black,
7753336786,,4 cylinders,fwd,gas,81916,clean,automatic,sedan,2024-06-03,116,Mazda,Mazda3 i Sport,2015,2024-06-03,0,,black,3MZBM1U77FM165511
7753336524,good,5 cylinders,rwd,gas,43900,clean,automatic,truck,2024-06-03,13990,chevy,colorado,2008,2024-06-03,0,,white,
7753336395,excellent,4 cylinders,fwd,gas,27478,clean,automatic,SUV,2024-06-03,31768,Acura,RDX w/Technology Package,2021,2024-06-03,0,,silver,5J8TC1H58ML019590
7753336326,excellent,6 cylinders,fwd,gas,150000,clean,automatic,SUV,2024-06-03,3500,saturn,,2004,2024-06-03,0,,silver,
7753335894,good,4 cylinders,fwd,hybrid,139098,clean,automatic,hatchback,2024-06-03,6500,Chevy,volt,2014,2024-06-03,0,,black,
7753334397,,,,gas,10000,salvage,automatic,,2024-06-03,34900,S,,2022,2024-06-03,0,,,WZ1DB2C05NW048439
7753334389,,,,gas,46919,clean,manual,,2024-06-03,125000,detomaso,pantera,1972,2024-06-03,0,,,
7753333410,good,4 cylinders,rwd,diesel,169318,clean,automatic,truck,2024-06-03,47500,ISUZU,FTR BOX TRUCK,2018,2024-06-03,0,,white,
7753332763,,,,gas,16000,salvage,automatic,,2024-06-03,10900,a,,2019,2024-06-03,0,,,
7753332650,excellent,6 cylinders,rwd,gas,59000,clean,automatic,sedan,2024-06-03,16000,AMC,HORNET,1972,2024-06-03,0,,orange,
7753332426,,,,gas,33000,salvage,automatic,,2024-06-03,21900,a,,2021,2024-06-03,0,,,
7753331961,excellent,8 cylinders,rwd,gas,1000,missing,automatic,coupe,2024-06-03,22000,chevy,belair,1957,2024-06-03,0,,red,B57N148085
7753331649,,,,gas,23000,salvage,automatic,,2024-06-03,23900,t,,2018,2024-06-03,0,,,
7753331641,good,8 cylinders,rwd,gas,140731,clean,automatic,truck,2024-06-03,29900,ISUZU,NPR HD CREW CAB BOX TRUCK,2017,2024-06-03,0,,white,
7753331322,excellent,4 cylinders,fwd,gas,50836,clean,automatic,SUV,2024-06-03,26980,Lexus,NX NX 300,2021,2024-06-03,0,,white,JTJDARBZXM5021510
7753330027,excellent,6 cylinders,fwd,gas,114290,clean,automatic,SUV,2024-06-03,6000,Buick,Enclave 2CXL,2011,2024-06-03,0,,white,5GAKRCED7BJ309331
7753328178,excellent,,,diesel,248000,clean,automatic,,2024-06-03,35000,bluebird,bus,1991,2024-06-03,0,,,
7753326677,excellent,4 cylinders,fwd,gas,21426,clean,automatic,sedan,2024-06-03,24608,Acura,ILX,2021,2024-06-03,0,,white,19UDE2F39MA008809
7753318758,excellent,4 cylinders,fwd,gas,52580,clean,automatic,SUV,2024-06-03,29114,Acura,RDX w/Technology Pkg,2020,2024-06-03,0,,,5J8TC1H59LL003042
7753318249,excellent,4 cylinders,rwd,gas,25123,clean,automatic,SUV,2024-06-03,31933,Mercedes-Benz,GLC GLC 300,2021,2024-06-03,0,,white,W1N0G8DB8MV296022
7753318104,,8 cylinders,rwd,gas,118377,clean,automatic,sedan,2024-06-03,309,Dodge,Charger R/T Scat Pack,2017,2024-06-03,0,,blue,2C3CDXGJ1HH507414
7753318076,excellent,6 cylinders,fwd,gas,39809,clean,automatic,sedan,2024-06-03,30980,Lexus,ES ES 350,2021,2024-06-03,0,,white,58ACZ1B13MU095252
7753450464,,,,gas,87419,clean,automatic,coupe,2024-06-03,9988,MERCEDES-BENZ,C-CLASS,2013,2024-06-03,0,,white,WDDGJ4HB6DG086104
7753366852,excellent,4 cylinders,rwd,gas,188668,clean,manual,hatchback,2024-06-03,3900,Mercedes-Benz,C-Class C 230 Kompressor Hatchback,2002,2024-06-03,0,,white,
7753132374,excellent,4 cylinders,,gas,111609,clean,automatic,sedan,2024-06-02,8450,Mercedes-Benz,C 250 Sport,2013,2024-06-03,1,,,WDDGF4HB2DR264130
7753131800,excellent,4 cylinders,,gas,57987,clean,automatic,sedan,2024-06-02,14950,Mercedes-Benz,C 300,2016,2024-06-03,1,,,55SWF4JB1GU103566
7753131301,excellent,4 cylinders,,gas,78954,clean,automatic,coupe,2024-06-02,16950,Mercedes-Benz,C 300,2017,2024-06-03,1,,,WDDWJ4JB9HF368237
7752965487,,4 cylinders,4wd,gas,71623,clean,automatic,sedan,2024-06-01,16995,Mercedes-Benz,C 300 4MATIC,2015,2024-06-03,2,,white,55SWF4KB8FU003977
7752911517,,,rwd,gas,60108,clean,automatic,other,2024-06-01,,MERCEDES-BENZ,C-CLASS C300,2021,2024-06-03,2,,white,W1KWF8DB0MR629431
7752803590,good,4 cylinders,,gas,84711,clean,automatic,sedan,2024-06-01,8500,Mercedes-Benz,C-Class,2012,2024-06-03,2,,white,WDDGF4HB2CR212656
7752508272,,,,gas,27596,clean,automatic,sedan,2024-05-31,21998,MERCEDES-BENZ,C-CLASS,2018,2024-06-03,3,,blue,55SWF4JB5JU264171
7752441961,excellent,4 cylinders,rwd,gas,14933,clean,automatic,sedan,2024-05-31,31933,Mercedes-Benz,C-Class,2021,2024-06-03,3,,red,W1KWF8DB1MR609799
7752162992,,,rwd,gas,90712,clean,automatic,sedan,2024-05-30,,MERCEDES-BENZ,C-CLASS,2011,2024-06-03,4,,,WDDGF5EB1BR157724
7752121599,excellent,4 cylinders,rwd,gas,52588,clean,automatic,sedan,2024-05-30,24995,Mercedes-Benz,C-Class C 300,2019,2024-06-03,4,,white,55SWF8DB3KU299327
7752117516,excellent,4 cylinders,rwd,gas,45340,clean,automatic,sedan,2024-05-30,26995,Mercedes-Benz,C-Class C 300,2020,2024-06-03,4,,white,W1KWF8DBXLR571956
7752111810,excellent,4 cylinders,rwd,gas,37017,clean,automatic,sedan,2024-05-30,27933,Mercedes-Benz,C-Class,2021,2024-06-03,4,,white,W1KWF8DBXMR628268
7752110423,excellent,other,,gas,84376,,automatic,sedan,2024-05-30,19900,Mercedes-Benz,C-Class C,2018,2024-06-03,4,,,55SWF4JB6JU271517
7752108440,excellent,4 cylinders,rwd,hybrid,7462,clean,automatic,sedan,2024-05-30,42811,Mercedes-Benz,C-Class,2023,2024-06-03,4,,black,W1KAF4GB9PR137628
7752038735,excellent,4 cylinders,rwd,gas,83831,clean,automatic,sedan,2024-05-30,15495,Mercedes-Benz,C-Class,2016,2024-06-03,4,,black,55SWF4JB2GU160875
7751932122,,4 cylinders,rwd,gas,88001,clean,automatic,coupe,2024-05-29,116,Mercedes-Benz,C 250 Coupe,2014,2024-06-03,5,,,WDDGJ4HBXEG169830
7751832061,,,rwd,gas,119480,clean,automatic,sedan,2024-05-29,7495,MERCEDES-BENZ,C-CLASS,2013,2024-06-03,5,,,WDDGF4HB1DA809183
7751804765,excellent,6 cylinders,4wd,gas,50069,clean,automatic,coupe,2024-05-29,39991,Mercedes-Benz,C-Class,2020,2024-06-03,5,,silver,W1KWJ6EB3LG037789
7751793532,,,rwd,gas,98339,clean,automatic,sedan,2024-05-29,,MERCEDES-BENZ,C-CLASS,2019,2024-06-03,5,,,55SWF8DB5KU309307
7751751847,,,,gas,110366,clean,automatic,sedan,2024-05-29,14487,MERCEDES-BENZ,C-CLASS,2017,2024-06-03,5,,white,55SWF4JB3HU190579
7751569772,,4 cylinders,rwd,gas,91387,clean,automatic,coupe,2024-05-28,231,Mercedes-Benz,C 300 Coupe Sport,2017,2024-06-03,6,,grey,WDDWJ4JB1HF392273
7751461535,,,rwd,gas,37768,,automatic,sedan,2024-05-28,,Mercedes-benz,C-Class,2021,2024-06-03,6,,,W1KWF8DB7MR640880
7751451962,,4 cylinders,rwd,gas,118433,clean,automatic,sedan,2024-05-28,15995,Mercedes-Benz,C-Class,2016,2024-06-03,6,,silver,55SWF4JBXGU144472
7751343847,excellent,4 cylinders,rwd,gas,54262,clean,automatic,sedan,2024-05-28,23312,Mercedes-Benz,C-Class C 300,2019,2024-06-03,6,,grey,55SWF8DB5KU307279
7751044178,excellent,4 cylinders,rwd,hybrid,59407,clean,automatic,sedan,2024-05-27,20985,Mercedes-Benz,C-Class,2018,2024-06-03,7,,black,55SWF4HB4JU261865
7751039641,excellent,4 cylinders,rwd,gas,105913,clean,automatic,sedan,2024-05-27,14485,Mercedes-Benz,C-Class,2017,2024-06-03,7,,grey,55SWF4JB9HU203108
7751035024,,4 cylinders,rwd,gas,37223,clean,automatic,sedan,2024-05-27,299,Mercedes-Benz,C 300 Sedan -,2020,2024-06-03,7,,white,W1KWF8DB9LR602100
7750836560,,,rwd,gas,69970,clean,automatic,sedan,2024-05-26,,MERCEDES-BENZ,C-CLASS,2016,2024-06-03,8,,silver,55SWF4JB8GU154630
7750808444,,,rwd,gas,101556,clean,automatic,sedan,2024-05-26,,MERCEDES-BENZ,C-CLASS,2018,2024-06-03,8,,silver,WDDWF4JB6JR408912
7750778676,,,rwd,gas,38360,clean,automatic,sedan,2024-05-26,27365,Mercedes-Benz,C-Class,2021,2024-06-03,8,,white,W1KWF8DB6MR648551
7750537696,excellent,4 cylinders,rwd,gas,66940,clean,automatic,,2024-05-25,15999,Mercedes-Benz,C-Class,2016,2024-06-03,9,,white,55SWF4JB3GU165082
7750128862,excellent,4 cylinders,rwd,gas,29272,clean,automatic,sedan,2024-05-24,26995,Mercedes-Benz,C-Class,2020,2024-06-03,10,,black,WDDWF8DB5LR526455
7749955619,excellent,4 cylinders,rwd,hybrid,14351,clean,automatic,sedan,2024-05-23,38933,Mercedes-Benz,C-Class,2023,2024-06-03,11,,white,W1KAF4GB0PR104209
